"Statistic Label","Month","Dwelling Status","Eircode Output","Stamp Duty Event","Type of Buyer","UNIT","VALUE"
"Mean Sale Price","2020 September","All Dwelling Statuses","H91: Galway","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","281787"
"Mean Sale Price","2020 September","All Dwelling Statuses","K32: Balbriggan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","275809"
"Mean Sale Price","2020 September","All Dwelling Statuses","K34: Skerries","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","700000"
"Mean Sale Price","2020 September","All Dwelling Statuses","K36: Malahide","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","452409"
"Mean Sale Price","2020 September","All Dwelling Statuses","K45: Lusk","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","360000"
"Mean Sale Price","2020 September","All Dwelling Statuses","K56: Rush","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","368750"
"Mean Sale Price","2020 September","All Dwelling Statuses","K67: Swords","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","357044"
"Mean Sale Price","2020 September","All Dwelling Statuses","K78: Lucan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","326079"
"Mean Sale Price","2020 September","All Dwelling Statuses","N37: Athlone","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","195091"
"Mean Sale Price","2020 September","All Dwelling Statuses","N39: Longford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","114073"
"Mean Sale Price","2020 September","All Dwelling Statuses","N41: Carrick-on-Shannon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","148803"
"Mean Sale Price","2020 September","All Dwelling Statuses","N91: Mullingar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","181488"
"Mean Sale Price","2020 September","All Dwelling Statuses","P12: Macroom","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","243750"
"Mean Sale Price","2020 September","All Dwelling Statuses","P14: Crookstown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","430000"
"Mean Sale Price","2020 September","All Dwelling Statuses","P17: Kinsale","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","490000"
"Mean Sale Price","2020 September","All Dwelling Statuses","P24: Cobh","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","265121"
"Mean Sale Price","2020 September","All Dwelling Statuses","P25: Midleton","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","237489"
"Mean Sale Price","2020 September","All Dwelling Statuses","P31: Ballincollig","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","281333"
"Mean Sale Price","2020 September","All Dwelling Statuses","P32: Rylane","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 September","All Dwelling Statuses","P36: Youghal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","251214"
"Mean Sale Price","2020 September","All Dwelling Statuses","P43: Carrigaline","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","320344"
"Mean Sale Price","2020 September","All Dwelling Statuses","P47: Dunmanway","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","365000"
"Mean Sale Price","2020 September","All Dwelling Statuses","P51: Mallow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","161000"
"Mean Sale Price","2020 September","All Dwelling Statuses","P56: Charleville","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","385000"
"Mean Sale Price","2020 September","All Dwelling Statuses","P61: Fermoy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","196250"
"Mean Sale Price","2020 September","All Dwelling Statuses","P67: Mitchelstown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","155000"
"Mean Sale Price","2020 September","All Dwelling Statuses","P72: Bandon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","203000"
"Mean Sale Price","2020 September","All Dwelling Statuses","P75: Bantry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","225000"
"Mean Sale Price","2020 September","All Dwelling Statuses","P81: Skibbereen","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","52500"
"Mean Sale Price","2020 September","All Dwelling Statuses","P85: Clonakilty","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 September","All Dwelling Statuses","R14: Athy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","183750"
"Mean Sale Price","2020 September","All Dwelling Statuses","R21: Mhuine Bheag","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","108750"
"Mean Sale Price","2020 September","All Dwelling Statuses","R32: Portlaoise","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","202197"
"Mean Sale Price","2020 September","All Dwelling Statuses","R35: Tullamore","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","150500"
"Mean Sale Price","2020 September","All Dwelling Statuses","R42: Birr","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","159000"
"Mean Sale Price","2020 September","All Dwelling Statuses","R45: Edenderry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","150000"
"Mean Sale Price","2020 September","All Dwelling Statuses","R51: Kildare","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","357500"
"Mean Sale Price","2020 September","All Dwelling Statuses","R56: Curragh","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","393257"
"Mean Sale Price","2020 September","All Dwelling Statuses","R93: Carlow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","246083"
"Mean Sale Price","2020 September","All Dwelling Statuses","R95: Kilkenny","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","232131"
"Mean Sale Price","2020 September","All Dwelling Statuses","T12: Cork Southside","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","322518"
"Mean Sale Price","2020 September","All Dwelling Statuses","T23: Cork Northside","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","310577"
"Mean Sale Price","2020 September","All Dwelling Statuses","T34: Carrignavar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 September","All Dwelling Statuses","T45: Glanmire","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","300672"
"Mean Sale Price","2020 September","All Dwelling Statuses","T56: Watergrasshill","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","285000"
"Mean Sale Price","2020 September","All Dwelling Statuses","V14: Shannon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","165667"
"Mean Sale Price","2020 September","All Dwelling Statuses","V15: Kilrush","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","124000"
"Mean Sale Price","2020 September","All Dwelling Statuses","V23: Caherciveen","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 September","All Dwelling Statuses","V31: Listowel","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","149167"
"Mean Sale Price","2020 September","All Dwelling Statuses","V35: Kilmallock","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","150000"
"Mean Sale Price","2020 September","All Dwelling Statuses","V42: Newcastle West","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","188750"
"Mean Sale Price","2020 September","All Dwelling Statuses","V92: Tralee","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","164917"
"Mean Sale Price","2020 September","All Dwelling Statuses","V93: Killarney","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","293265"
"Mean Sale Price","2020 September","All Dwelling Statuses","V94: Limerick","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","216082"
"Mean Sale Price","2020 September","All Dwelling Statuses","V95: Ennis","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","195906"
"Mean Sale Price","2020 September","All Dwelling Statuses","W12: Newbridge","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","302300"
"Mean Sale Price","2020 September","All Dwelling Statuses","W23: Celbridge","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","397875"
"Mean Sale Price","2020 September","All Dwelling Statuses","W34: Monasterevin","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","205000"
"Mean Sale Price","2020 September","All Dwelling Statuses","W91: Naas","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","359351"
"Mean Sale Price","2020 September","All Dwelling Statuses","X35: Dungarvan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","210000"
"Mean Sale Price","2020 September","All Dwelling Statuses","X42: Kilmacthomas","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 September","All Dwelling Statuses","X91: Waterford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","214845"
"Mean Sale Price","2020 September","All Dwelling Statuses","Y14: Arklow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","265571"
"Mean Sale Price","2020 September","All Dwelling Statuses","Y21: Enniscorthy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","203625"
"Mean Sale Price","2020 September","All Dwelling Statuses","Y25: Gorey","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","156000"
"Mean Sale Price","2020 September","All Dwelling Statuses","Y34: New Ross","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","174750"
"Mean Sale Price","2020 September","All Dwelling Statuses","Y35: Wexford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","194045"
"Mean Sale Price","2020 October","All Dwelling Statuses","A41: Ballyboughal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 October","All Dwelling Statuses","A42: Garristown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","375000"
"Mean Sale Price","2020 October","All Dwelling Statuses","A45: Oldtown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 October","All Dwelling Statuses","A63: Greystones","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","471207"
"Mean Sale Price","2020 October","All Dwelling Statuses","A67: Wicklow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","360946"
"Mean Sale Price","2020 October","All Dwelling Statuses","A75: Castleblaney","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","216500"
"Mean Sale Price","2020 October","All Dwelling Statuses","A81: Carrickmacross","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","180000"
"Mean Sale Price","2020 October","All Dwelling Statuses","A82: Kells","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","246900"
"Mean Sale Price","2020 October","All Dwelling Statuses","A83: Enfield","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","244987"
"Mean Sale Price","2020 October","All Dwelling Statuses","A84: Ashbourne","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","225000"
"Mean Sale Price","2020 October","All Dwelling Statuses","A85: Dunshaughlin","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","338053"
"Mean Sale Price","2020 October","All Dwelling Statuses","A86: Dunboyne","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 October","All Dwelling Statuses","A91: Dundalk","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","224331"
"Mean Sale Price","2020 October","All Dwelling Statuses","A92: Drogheda","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","247247"
"Mean Sale Price","2020 October","All Dwelling Statuses","A94: Blackrock","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","656346"
"Mean Sale Price","2020 October","All Dwelling Statuses","A96: Glenageary","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","485428"
"Mean Sale Price","2020 October","All Dwelling Statuses","A98: Bray","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","348500"
"Mean Sale Price","2020 October","All Dwelling Statuses","C15: Navan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","289458"
"Mean Sale Price","2020 October","All Dwelling Statuses","D01: Dublin 1","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","279188"
"Mean Sale Price","2020 October","All Dwelling Statuses","D02: Dublin 2","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","392833"
"Mean Sale Price","2020 October","All Dwelling Statuses","D03: Dublin 3","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","431692"
"Mean Sale Price","2020 October","All Dwelling Statuses","D04: Dublin 4","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","503792"
"Mean Sale Price","2020 October","All Dwelling Statuses","D05: Dublin 5","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","391600"
"Mean Sale Price","2020 October","All Dwelling Statuses","D06: Dublin 6","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","571357"
"Mean Sale Price","2020 October","All Dwelling Statuses","D07: Dublin 7","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","379750"
"Mean Sale Price","2020 October","All Dwelling Statuses","D08: Dublin 8","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","368858"
"Mean Sale Price","2020 October","All Dwelling Statuses","D09: Dublin 9","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","414229"
"Mean Sale Price","2020 October","All Dwelling Statuses","D10: Dublin 10","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","246250"
"Mean Sale Price","2020 October","All Dwelling Statuses","D11: Dublin 11","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","255616"
"Mean Sale Price","2020 October","All Dwelling Statuses","D12: Dublin 12","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","336762"
"Mean Sale Price","2020 October","All Dwelling Statuses","D13: Dublin 13","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","486755"
"Mean Sale Price","2020 October","All Dwelling Statuses","D14: Dublin 14","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","540786"
"Mean Sale Price","2020 October","All Dwelling Statuses","D15: Dublin 15","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","349333"
"Mean Sale Price","2020 October","All Dwelling Statuses","D16: Dublin 16","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","445623"
"Mean Sale Price","2020 October","All Dwelling Statuses","D17: Dublin 17","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","326333"
"Mean Sale Price","2020 October","All Dwelling Statuses","D18: Dublin 18","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","529245"
"Mean Sale Price","2020 October","All Dwelling Statuses","D20: Dublin 20","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","303375"
"Mean Sale Price","2020 October","All Dwelling Statuses","D22: Dublin 22","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","266130"
"Mean Sale Price","2020 October","All Dwelling Statuses","D24: Dublin 24","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","333851"
"Mean Sale Price","2020 October","All Dwelling Statuses","D6W: Dublin 6W","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","498419"
"Mean Sale Price","2020 October","All Dwelling Statuses","E21: Cahir","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","390000"
"Mean Sale Price","2020 October","All Dwelling Statuses","E25: Cashel","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","131000"
"Mean Sale Price","2020 October","All Dwelling Statuses","E32: Carrick-on-Suir","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 October","All Dwelling Statuses","E34: Tipperary","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","145400"
"Mean Sale Price","2020 October","All Dwelling Statuses","E41: Thurles","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","164643"
"Mean Sale Price","2020 October","All Dwelling Statuses","E45: Nenagh","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","174404"
"Mean Sale Price","2020 October","All Dwelling Statuses","E53: Roscrea","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 October","All Dwelling Statuses","E91: Clonmel","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","182506"
"Mean Sale Price","2020 October","All Dwelling Statuses","F12: Claremorris","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","148506"
"Mean Sale Price","2020 October","All Dwelling Statuses","F23: Castlebar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","181496"
"Mean Sale Price","2020 October","All Dwelling Statuses","F26: Ballina","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","130892"
"Mean Sale Price","2020 October","All Dwelling Statuses","F28: Westport","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","340000"
"Mean Sale Price","2020 October","All Dwelling Statuses","F31: Ballinrobe","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 October","All Dwelling Statuses","F35: Ballyhaunis","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","147980"
"Mean Sale Price","2020 October","All Dwelling Statuses","F42: Roscommon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","224480"
"Mean Sale Price","2020 October","All Dwelling Statuses","F45: Castlerea","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","119831"
"Mean Sale Price","2020 October","All Dwelling Statuses","F52: Boyle","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","151000"
"Mean Sale Price","2020 October","All Dwelling Statuses","F56: Ballymote","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","199987"
"Mean Sale Price","2020 October","All Dwelling Statuses","F91: Sligo","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","185436"
"Mean Sale Price","2020 October","All Dwelling Statuses","F92: Letterkenny","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","193940"
"Mean Sale Price","2020 October","All Dwelling Statuses","F93: Lifford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","99143"
"Mean Sale Price","2020 October","All Dwelling Statuses","F94: Donegal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","168000"
"Mean Sale Price","2020 October","All Dwelling Statuses","H12: Cavan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","155000"
"Mean Sale Price","2020 October","All Dwelling Statuses","H14: Belturbet","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","143000"
"Mean Sale Price","2020 October","All Dwelling Statuses","H16: Cootehill","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 October","All Dwelling Statuses","H18: Monaghan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","172500"
"Mean Sale Price","2020 October","All Dwelling Statuses","H23: Clones","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 October","All Dwelling Statuses","H53: Ballinasloe","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","179214"
"Mean Sale Price","2020 October","All Dwelling Statuses","H54: Tuam","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","145250"
"Mean Sale Price","2020 October","All Dwelling Statuses","H62: Loughrea","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","192750"
"Mean Sale Price","2020 October","All Dwelling Statuses","H65: Athenry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","283000"
"Mean Sale Price","2020 October","All Dwelling Statuses","H71: Clifden","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 October","All Dwelling Statuses","H91: Galway","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","279695"
"Mean Sale Price","2020 October","All Dwelling Statuses","K32: Balbriggan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","280875"
"Mean Sale Price","2020 October","All Dwelling Statuses","K34: Skerries","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","462125"
"Mean Sale Price","2020 October","All Dwelling Statuses","K36: Malahide","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","426141"
"Mean Sale Price","2020 October","All Dwelling Statuses","K45: Lusk","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","287000"
"Mean Sale Price","2020 October","All Dwelling Statuses","K56: Rush","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","340778"
"Mean Sale Price","2020 October","All Dwelling Statuses","K67: Swords","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","326399"
"Mean Sale Price","2020 October","All Dwelling Statuses","K78: Lucan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","363651"
"Mean Sale Price","2020 October","All Dwelling Statuses","N37: Athlone","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","213538"
"Mean Sale Price","2020 October","All Dwelling Statuses","N39: Longford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","156214"
"Mean Sale Price","2020 October","All Dwelling Statuses","N41: Carrick-on-Shannon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","135083"
"Mean Sale Price","2020 October","All Dwelling Statuses","N91: Mullingar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","232833"
"Mean Sale Price","2020 October","All Dwelling Statuses","P12: Macroom","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","247125"
"Mean Sale Price","2020 October","All Dwelling Statuses","P14: Crookstown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","400000"
"Mean Sale Price","2020 October","All Dwelling Statuses","P17: Kinsale","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","345570"
"Mean Sale Price","2020 October","All Dwelling Statuses","P24: Cobh","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","270214"
"Mean Sale Price","2020 October","All Dwelling Statuses","P25: Midleton","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","278733"
"Mean Sale Price","2020 October","All Dwelling Statuses","P31: Ballincollig","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","335963"
"Mean Sale Price","2020 October","All Dwelling Statuses","P32: Rylane","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","95000"
"Mean Sale Price","2020 October","All Dwelling Statuses","P36: Youghal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","157125"
"Mean Sale Price","2020 October","All Dwelling Statuses","P43: Carrigaline","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","329497"
"Mean Sale Price","2020 October","All Dwelling Statuses","P47: Dunmanway","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","325000"
"Mean Sale Price","2020 October","All Dwelling Statuses","P51: Mallow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","178018"
"Mean Sale Price","2020 October","All Dwelling Statuses","P56: Charleville","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","137000"
"Mean Sale Price","2020 October","All Dwelling Statuses","P61: Fermoy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","200750"
"Mean Sale Price","2020 October","All Dwelling Statuses","P67: Mitchelstown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 October","All Dwelling Statuses","P72: Bandon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","174267"
"Mean Sale Price","2020 October","All Dwelling Statuses","P75: Bantry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","206147"
"Mean Sale Price","2020 October","All Dwelling Statuses","P81: Skibbereen","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","202500"
"Mean Sale Price","2020 October","All Dwelling Statuses","P85: Clonakilty","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","270000"
"Mean Sale Price","2020 October","All Dwelling Statuses","R14: Athy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","179000"
"Mean Sale Price","2020 October","All Dwelling Statuses","R21: Mhuine Bheag","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 October","All Dwelling Statuses","R32: Portlaoise","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","204581"
"Mean Sale Price","2020 October","All Dwelling Statuses","R35: Tullamore","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","181000"
"Mean Sale Price","2020 October","All Dwelling Statuses","R42: Birr","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","235000"
"Mean Sale Price","2020 October","All Dwelling Statuses","R45: Edenderry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","208221"
"Mean Sale Price","2020 October","All Dwelling Statuses","R51: Kildare","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","265857"
"Mean Sale Price","2020 October","All Dwelling Statuses","R56: Curragh","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","297021"
"Mean Sale Price","2020 October","All Dwelling Statuses","R93: Carlow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","188833"
"Mean Sale Price","2020 October","All Dwelling Statuses","R95: Kilkenny","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","294406"
"Mean Sale Price","2020 October","All Dwelling Statuses","T12: Cork Southside","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","305721"
"Mean Sale Price","2020 October","All Dwelling Statuses","T23: Cork Northside","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","251000"
"Mean Sale Price","2020 October","All Dwelling Statuses","T34: Carrignavar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 October","All Dwelling Statuses","T45: Glanmire","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","309784"
"Mean Sale Price","2020 October","All Dwelling Statuses","T56: Watergrasshill","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","174500"
"Mean Sale Price","2020 October","All Dwelling Statuses","V14: Shannon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","171667"
"Mean Sale Price","2020 October","All Dwelling Statuses","V15: Kilrush","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","261842"
"Mean Sale Price","2020 October","All Dwelling Statuses","V23: Caherciveen","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","55000"
"Mean Sale Price","2020 October","All Dwelling Statuses","V31: Listowel","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2020 October","All Dwelling Statuses","V35: Kilmallock","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","136167"
"Mean Sale Price","2020 October","All Dwelling Statuses","V42: Newcastle West","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","220000"
"Mean Sale Price","2020 October","All Dwelling Statuses","V92: Tralee","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","157663"
"Mean Sale Price","2020 October","All Dwelling Statuses","V93: Killarney","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","241198"
"Mean Sale Price","2020 October","All Dwelling Statuses","V94: Limerick","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","228726"
"Mean Sale Price","2020 October","All Dwelling Statuses","V95: Ennis","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","210175"
"Mean Sale Price","2020 October","All Dwelling Statuses","W12: Newbridge","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","252571"
"Mean Sale Price","2020 October","All Dwelling Statuses","W23: Celbridge","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","362265"
